@RELATION author_detection


@ATTRIBUTE avSentenceLength numeric
@ATTRIBUTE avWordLength numeric
@ATTRIBUTE lexical_diversity numeric
@ATTRIBUTE numPronouns numeric
@ATTRIBUTE unique_words numeric
@ATTRIBUTE word_count numeric
@ATTRIBUTE author {"Virginia Woolf"}


@DATA
95.6868291704,4.77970160029,0.114847792083,332440.0,19090.0,166220.0,"Virginia Woolf"
